id,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,Class
1565,35911,721.98,269.0603279,170.5174852,1.577904621,0.773536406,36408,213.8300851,0.692140159,0.986349154,0.865739093,0.794729148,SIRA
1566,35918,715.801,256.7234857,179.0193616,1.434054302,0.71675638,36341,213.8509246,0.708190386,0.988360254,0.880921904,0.833001017,SIRA
1567,35926,715.377,266.4012632,172.4696751,1.544626689,0.762145631,36384,213.8747388,0.791182171,0.987412049,0.882162888,0.802829297,SIRA
1568,36007,705.523,263.3429808,174.7772671,1.506734744,0.748010559,36397,214.1157077,0.734536924,0.989284831,0.909022117,0.813067837,SIRA
1569,36021,729.436,282.1298385,163.2757275,1.727934965,0.815522418,36466,214.1573292,0.809478865,0.987796852,0.85072901,0.75907366,SIRA
1570,36067,707.031,249.2151411,185.4308218,1.343979058,0.668113678,36473,214.2940285,0.693049711,0.988868478,0.906656902,0.859875638,SIRA
1571,36100,715.767,262.1318324,176.1157026,1.488406931,0.740678821,36686,214.3920417,0.736404063,0.984026604,0.885469737,0.817878698,SIRA
1572,36125,718.771,269.1317271,171.4965849,1.569312457,0.770680521,36539,214.4662644,0.693351503,0.988669641,0.878691908,0.796882132,SIRA
1573,36128,712.701,265.2350469,174.0750675,1.523682,0.754495756,36468,214.4751694,0.71699611,0.990676758,0.89379732,0.808623038,SIRA
1574,36129,712.296,259.6400787,177.9169252,1.459333216,0.728313141,36582,214.4781376,0.701806527,0.987616861,0.894838774,0.826059439,SIRA
1575,36144,730.977,271.9255104,169.5989374,1.603344422,0.781666753,36732,214.5226564,0.689797321,0.983992159,0.850038611,0.788902285,SIRA
1576,36158,718.646,274.3255445,169.2616883,1.62071847,0.78695507,36804,214.5641989,0.746757538,0.98244756,0.87980057,0.782151729,SIRA
1577,36179,710.469,268.9020011,172.4560837,1.559249145,0.767261547,36533,214.6264976,0.725786391,0.990310131,0.900691692,0.798158797,SIRA
1578,36197,710.441,262.1711384,176.1394356,1.488429536,0.740688077,36607,214.6798822,0.777577281,0.988799956,0.901210842,0.818853988,SIRA
1579,36266,705.396,259.0404905,179.2360903,1.445247383,0.72197124,36723,214.8843999,0.782674378,0.987555483,0.915890461,0.829539813,SIRA
1580,36322,719.437,272.0582306,170.8914975,1.591993952,0.778097847,36717,215.0502424,0.771856007,0.98924204,0.8818487,0.790456668,SIRA
1581,36398,708.613,258.4921149,179.5853194,1.439383329,0.719259066,36836,215.2751099,0.777535675,0.988109458,0.910896752,0.832811129,SIRA
1582,36408,727.625,258.0244845,180.2125158,1.431778938,0.715676577,36880,215.3046803,0.7585,0.987201735,0.864154632,0.834435076,SIRA
1583,36417,714.972,258.6118866,179.4463484,1.441165501,0.720087922,36862,215.3312901,0.780041126,0.987927947,0.895232751,0.832642664,SIRA
1584,36447,706.901,259.8884392,178.9012545,1.4526921,0.725352979,36835,215.4199659,0.773427553,0.98946654,0.916546406,0.828893992,SIRA
1585,36457,709.285,247.0727088,188.5366505,1.310475752,0.646302092,36944,215.4495163,0.72083597,0.986817887,0.910645281,0.872008557,SIRA
1586,36474,713.319,259.3227454,179.5186179,1.444545131,0.721648717,36885,215.4997428,0.811290538,0.988857259,0.900794392,0.8310098,SIRA
1587,36503,713.806,266.3914955,174.7192151,1.524683449,0.754870516,36922,215.5853963,0.803889183,0.988651752,0.900280895,0.809280326,SIRA
1588,36551,705.826,257.1654694,181.4023885,1.417652058,0.708817709,36979,215.7270929,0.781839572,0.988425863,0.921963702,0.838864928,SIRA
1589,36553,719.347,265.8793197,175.6988246,1.513267492,0.750542922,37043,215.7329949,0.769569245,0.98677213,0.887679145,0.811394414,SIRA
1590,36571,708.781,256.9479833,182.0573632,1.411357271,0.705672843,36981,215.7861056,0.749989746,0.988913226,0.914792438,0.839804628,SIRA
1591,36580,705.852,259.442714,179.9459293,1.441781512,0.720373481,37021,215.8126561,0.779342523,0.988087842,0.922627226,0.831831632,SIRA
1592,36606,706.337,250.3332284,187.889661,1.33234169,0.660804333,37135,215.8893392,0.833925642,0.985754679,0.922015509,0.862407841,SIRA
1593,36640,719.248,268.4934083,174.0701632,1.542443595,0.761366326,37114,215.989576,0.775597468,0.987228539,0.890036881,0.8044502,SIRA
1594,36644,712.69,260.2830363,179.7242829,1.448235219,0.723336624,37039,216.0013655,0.810134418,0.989335565,0.90659101,0.829871084,SIRA
1595,36646,697.989,255.1575678,183.2213236,1.392619389,0.695969557,37017,216.00726,0.755120544,0.989977578,0.945233891,0.846564191,SIRA
1596,36651,709.026,260.0872702,179.8251552,1.44633419,0.722469168,37023,216.0219955,0.771973798,0.989952192,0.916160093,0.830575043,SIRA
1597,36670,717.172,273.8378844,171.0149475,1.601251168,0.781015497,37023,216.0779815,0.803637957,0.990465386,0.895930091,0.789072637,SIRA
1598,36675,742.917,285.8908964,166.8819538,1.713132487,0.8119507,37613,216.0927123,0.778827777,0.975061814,0.835024838,0.755857269,SIRA
1599,36692,723.028,267.3639497,175.2394952,1.525706002,0.755252221,37123,216.1427893,0.754125989,0.988389947,0.882004938,0.80842159,SIRA
1600,36792,714.062,261.8870219,179.3977763,1.459811974,0.728524518,37191,216.4371256,0.792760181,0.989271598,0.906758043,0.826452277,SIRA
1601,36804,717.304,268.126433,176.0088339,1.52336918,0.754378504,37279,216.472419,0.793600138,0.987258242,0.898873094,0.807352027,SIRA
1602,36810,724.849,274.9204525,171.2367809,1.605498836,0.782333816,37354,216.4900636,0.711606867,0.985436633,0.880401134,0.78746438,SIRA
1603,36811,749.005,258.8946262,181.4799583,1.426574199,0.713180918,37610,216.4930042,0.768946357,0.97875565,0.824551993,0.83622054,SIRA
1604,36814,719.256,265.8447609,176.8942783,1.502845448,0.746483062,37293,216.5018259,0.798360514,0.987155766,0.894243692,0.814391922,SIRA
1605,36821,716.892,273.9867803,171.58207,1.596826407,0.779628611,37241,216.5224083,0.7824932,0.988722107,0.900322233,0.790265895,SIRA
1606,36849,711.732,256.8210887,182.995408,1.403429143,0.701631058,37314,216.6047183,0.76706426,0.987538189,0.914118684,0.843407056,SIRA
1607,36852,730.149,279.3413824,168.3601006,1.659189923,0.797965025,37336,216.6135354,0.732498509,0.98703664,0.868656227,0.775443772,SIRA
1608,36876,716.9,246.9691627,191.5704905,1.289181659,0.631119186,37505,216.6840591,0.763826173,0.983228903,0.901646933,0.877372935,SIRA
1609,36877,712.904,263.1935501,178.6550154,1.473194299,0.734325891,37239,216.6869971,0.792372153,0.990279009,0.911807887,0.82329904,SIRA
1610,36930,722.957,265.8682106,177.827434,1.495091082,0.743392376,37447,216.8426535,0.711026396,0.986193821,0.887900371,0.815602035,SIRA
1611,36952,739.826,278.5566919,169.9361415,1.639184516,0.792355647,37620,216.9072328,0.677148616,0.982243488,0.848376507,0.778682542,SIRA
1612,36956,718.098,269.2444838,175.9256515,1.530444716,0.757008654,37462,216.9189725,0.781129124,0.98649298,0.900590555,0.805658001,SIRA
1613,36958,709.414,254.3816575,185.5235122,1.371155896,0.684181616,37398,216.924842,0.79047782,0.988234665,0.922823861,0.852753474,SIRA
1614,36998,721.266,260.1542058,181.4914443,1.433424076,0.716457976,37483,217.0422002,0.754753162,0.987060801,0.893711181,0.83428288,SIRA
1615,37009,734.756,275.4357807,171.7588053,1.603619565,0.781752126,37559,217.0744626,0.693571964,0.985356373,0.861451699,0.788112794,SIRA
1616,37020,717.948,264.5187106,178.7152161,1.480112977,0.737246277,37394,217.1067202,0.821461856,0.989998395,0.902527198,0.820761298,SIRA
1617,37065,719.836,276.1133057,171.9931526,1.605373827,0.782295199,37505,217.2386331,0.809297146,0.988268231,0.898890402,0.786773504,SIRA
1618,37080,723.319,261.2979493,181.1785501,1.442212387,0.720572934,37575,217.2825863,0.729289592,0.986826347,0.890614667,0.831551059,SIRA
1619,37084,730.084,271.3184832,175.4277553,1.546610926,0.762850402,37800,217.2943057,0.726368159,0.981058201,0.874280465,0.800882797,SIRA
1620,37086,731.802,266.812781,177.87066,1.500038179,0.745371169,37595,217.3001651,0.722079439,0.986460966,0.870227241,0.81442937,SIRA
1621,37111,728.361,276.8967174,171.060786,1.618703642,0.786352313,37563,217.3733947,0.794497966,0.987966882,0.879061286,0.785034206,SIRA
1622,37140,711.337,254.9999867,186.7010133,1.365820047,0.681131745,37575,217.4583102,0.752903971,0.988423154,0.922361072,0.852777732,SIRA
1623,37153,713.493,270.7479812,175.2476152,1.54494531,0.762259027,37501,217.496365,0.812051932,0.990720247,0.917116102,0.803316664,SIRA
1624,37164,720.523,268.0876854,176.8620677,1.515800923,0.751513915,37658,217.5285601,0.751607815,0.986881937,0.899573427,0.811408251,SIRA
1625,37171,721.804,267.0775985,178.4022748,1.497052651,0.744179963,37672,217.5490453,0.800099014,0.986700998,0.896552116,0.814553697,SIRA
1626,37202,724.276,276.3757975,172.7166375,1.600168933,0.780677573,37748,217.6397426,0.685953461,0.985535658,0.891185196,0.787477574,SIRA
1627,37202,722.697,259.5978011,183.2721586,1.416460651,0.708226766,37691,217.6397426,0.746803172,0.98702608,0.8950837,0.838372828,SIRA
1628,37209,725.482,266.9757992,178.4850517,1.495788004,0.743672646,37627,217.6602174,0.803858451,0.988890956,0.888391878,0.815280703,SIRA
1629,37210,721.779,273.6492042,173.833276,1.574204954,0.772313726,37664,217.6631422,0.780804096,0.987946049,0.897554957,0.795409374,SIRA
1630,37215,713.286,268.1274258,177.6042502,1.509690367,0.749161414,37638,217.6777656,0.805519481,0.988761358,0.919179833,0.811844462,SIRA
1631,37221,724.494,271.1807284,176.1001862,1.539923007,0.760461419,37662,217.6953125,0.761632904,0.988290585,0.891103839,0.802768375,SIRA
1632,37222,721.683,267.1871893,178.0170112,1.500908185,0.745716602,37610,217.6982369,0.70362949,0.989683595,0.898083295,0.814777974,SIRA
1633,37240,731.308,276.0085871,172.8292023,1.597002031,0.779683925,37848,217.7508683,0.709941855,0.983935743,0.87502183,0.788927876,SIRA
1634,37240,742.398,280.7374947,169.3158837,1.658069454,0.797657237,37762,217.7508683,0.709738898,0.98617658,0.849074797,0.77563871,SIRA
1635,37255,717.693,264.5359064,179.6361842,1.472620383,0.734081263,37625,217.7947181,0.787832008,0.990166113,0.908901899,0.823308719,SIRA
1636,37282,733.113,272.2276484,175.1793883,1.553993601,0.765443343,37918,217.8736255,0.691406105,0.983226963,0.871700359,0.800336141,SIRA
1637,37310,736.832,271.2325674,179.3587324,1.512235082,0.750145466,38097,217.9554253,0.725522606,0.979342205,0.863571211,0.803573949,SIRA
1638,37316,718.059,265.5290926,179.2660522,1.481201206,0.737700858,37723,217.9729498,0.731256124,0.989210826,0.909462274,0.820900443,SIRA
1639,37318,724.77,267.1270422,178.4003095,1.497346294,0.744297525,37722,217.978791,0.820175824,0.989290069,0.892745783,0.816011697,SIRA
1640,37356,723.044,268.5293042,177.4421174,1.513334647,0.75056874,37768,218.089744,0.774892134,0.989091294,0.897926477,0.812163666,SIRA
1641,37364,731.173,277.2243955,171.9148118,1.612568415,0.78450007,37787,218.1130953,0.796334186,0.988805674,0.878259661,0.786774537,SIRA
1642,37380,712.641,262.2792261,182.202474,1.439493221,0.719310292,37823,218.1597905,0.806281141,0.98828755,0.924927201,0.831784483,SIRA
1643,37416,719.358,266.5843551,179.3004865,1.486802185,0.740020395,37868,218.2648181,0.757899854,0.988063801,0.908609065,0.818745789,SIRA
1644,37436,733.92,266.1868579,179.6784402,1.481462426,0.737809785,37929,218.3231449,0.714359317,0.98700203,0.873377214,0.820187543,SIRA
1645,37481,728.792,261.8106675,182.7033872,1.432982013,0.716248355,38024,218.4543233,0.736264168,0.985719546,0.886775815,0.834398099,SIRA
1646,37504,724.477,269.8273046,177.7082472,1.518372438,0.752493267,37841,218.5213397,0.721203031,0.991094316,0.897921249,0.809856289,SIRA
1647,37507,733.863,284.8498994,168.264038,1.692874501,0.806883032,37953,218.5300794,0.748090233,0.988248623,0.87516957,0.767176256,SIRA
1648,37534,715.824,259.3168198,185.2391386,1.399902967,0.699803678,37979,218.6087214,0.784950959,0.988282998,0.920496631,0.843017902,SIRA
1649,37552,732.034,269.808532,178.3178839,1.513076121,0.750469326,38003,218.6611337,0.744724734,0.988132516,0.880603548,0.81043076,SIRA
1650,37555,708.287,263.5239703,181.6686703,1.450574664,0.724398038,37876,218.6698678,0.738690008,0.991524976,0.940717209,0.829791186,SIRA
1651,37568,730.495,278.2250605,172.449082,1.613375133,0.784745079,38030,218.7077118,0.787523059,0.987851696,0.884694737,0.786081999,SIRA
1652,37576,721.428,270.5733023,177.4508206,1.524779098,0.754906261,37992,218.7309972,0.696290257,0.989050326,0.907265555,0.808398299,SIRA
1653,37590,721.953,277.8086923,172.8381026,1.607334772,0.782899709,37944,218.7717406,0.796904812,0.990670462,0.906284055,0.787490625,SIRA
1654,37596,713.253,245.9617179,195.3238555,1.259250783,0.607757083,38139,218.7891997,0.771120911,0.985762605,0.928676147,0.889525417,SIRA
1655,37611,720.306,264.9797763,181.2434454,1.462010258,0.729491639,38009,218.8328415,0.797891298,0.989528796,0.910941903,0.825847333,SIRA
1656,37641,742.538,284.3137373,169.7408136,1.674987478,0.802226807,38112,218.9200989,0.744187426,0.987641688,0.857894036,0.769994799,SIRA
1657,37654,725.557,271.9467429,176.9070541,1.537229503,0.759488309,38019,218.9578996,0.813542477,0.990399537,0.898830725,0.805149925,SIRA
1658,37677,739.145,279.9240682,173.2149239,1.616050521,0.785554452,38295,219.0247619,0.807081807,0.983862123,0.866616378,0.78244348,SIRA
1659,37679,725.576,271.5210907,177.126914,1.532918316,0.757917443,38108,219.030575,0.743527508,0.988742521,0.89938039,0.806679785,SIRA
1660,37706,717.764,258.216335,186.3356837,1.385758916,0.692282865,38072,219.1090374,0.719237005,0.990386636,0.919722864,0.84854832,SIRA
1661,37711,758.985,293.7875534,164.7427253,1.783311238,0.827982044,38382,219.1235644,0.762177129,0.982517847,0.822643228,0.745857208,SIRA
1662,37714,728.687,278.2250489,174.4161198,1.595179672,0.779108879,38440,219.1322801,0.752248928,0.981113424,0.892545608,0.787608021,SIRA
1663,37722,725.351,264.3512239,182.90405,1.445300002,0.721995381,38207,219.1555204,0.780024814,0.987305991,0.90096547,0.829031608,SIRA
1664,37743,744.71,282.2922165,170.8426403,1.652352223,0.796075104,38236,219.2165143,0.791191514,0.987106392,0.855208305,0.776558833,SIRA
1665,37743,719.24,262.5437298,184.2418806,1.424994843,0.712416464,38165,219.2165143,0.802052786,0.988942749,0.91685069,0.834971433,SIRA
1666,37784,717.954,269.1635103,178.9581635,1.504058295,0.746961007,38074,219.3355488,0.726615385,0.992383254,0.921137701,0.814878468,SIRA
1667,37813,721.209,266.6676348,180.9426629,1.47376871,0.734570362,38199,219.4197049,0.807728457,0.989895023,0.91354243,0.822820906,SIRA
1668,37816,725.046,267.0816458,180.6255809,1.478647955,0.736632271,38249,219.4284089,0.787046287,0.988679443,0.903970653,0.821578017,SIRA
1669,37834,743.388,286.8789789,168.8360245,1.699157391,0.808477564,38479,219.4806254,0.758987321,0.98323761,0.860322004,0.765063464,SIRA
1670,37851,726.205,263.247378,184.7009001,1.425263103,0.712546546,38379,219.5299296,0.769172932,0.986242476,0.901921526,0.833930166,SIRA
1671,37865,723.114,262.5028769,184.0776675,1.426044128,0.712924723,38228,219.5705248,0.71260539,0.990504342,0.909985109,0.836449975,SIRA
1672,37877,734.382,276.3658087,175.144446,1.577930759,0.773545006,38345,219.6053147,0.812601905,0.987795019,0.88255421,0.794618248,SIRA
1673,37881,730.471,273.7763156,176.7037243,1.549352266,0.763818571,38382,219.6169101,0.801714286,0.986947006,0.892124243,0.80217644,SIRA
1674,37882,722.964,264.8873785,182.7408907,1.449524392,0.723922354,38277,219.6198088,0.745297867,0.989680487,0.910771473,0.829106355,SIRA
1675,37883,716.14,264.4647442,182.88286,1.446088191,0.72235659,38214,219.6227076,0.778540455,0.991338253,0.928235907,0.830442289,SIRA
1676,37899,716.834,267.3506124,181.3335152,1.474358517,0.734821003,38275,219.6690818,0.794778232,0.990176355,0.926830726,0.821651687,SIRA
1677,37903,727.708,273.1955881,177.3482753,1.540446828,0.760649928,38267,219.6806739,0.766181524,0.990487888,0.89943369,0.804115013,SIRA
1678,37924,741.726,283.105509,170.914937,1.656411745,0.797200507,38341,219.741522,0.796722689,0.989123914,0.866237531,0.77618243,SIRA
1679,37972,727.993,273.15351,177.5132113,1.538778483,0.760048701,38371,219.8805403,0.720476624,0.989601522,0.900365674,0.804970583,SIRA
1680,37975,716.986,268.7176338,180.1857166,1.491337043,0.741874069,38299,219.889226,0.730738147,0.991540249,0.928295607,0.818291018,SIRA
1681,38013,727.328,270.498208,179.1231519,1.510124208,0.749329626,38401,219.9992155,0.778843199,0.989896096,0.902986787,0.813311175,SIRA
1682,38034,734.792,281.488396,173.200953,1.625212744,0.788289866,38680,220.0599756,0.692786885,0.983298862,0.885223689,0.781772814,SIRA
1683,38052,733.889,273.744548,177.2180557,1.544676398,0.762163328,38473,220.1120423,0.712264151,0.989057261,0.887823417,0.804078269,SIRA
1684,38055,743.589,275.3327074,177.1477249,1.554254832,0.765534257,38618,220.1207189,0.689977155,0.985421306,0.864879647,0.799471741,SIRA
1685,38060,730.117,271.4252656,178.9602154,1.516679363,0.751849169,38544,220.1351791,0.719593125,0.987442922,0.897209218,0.811034222,SIRA
1686,38087,718.44,266.1000287,183.3735169,1.451136638,0.724652013,38535,220.2132479,0.765567839,0.988374205,0.927268745,0.827558151,SIRA
1687,38089,732.053,266.60833,183.8956229,1.449780728,0.724038577,38826,220.2190296,0.705796242,0.981017875,0.893149964,0.826002059,SIRA
1688,38089,732.64,259.0023968,187.6696203,1.380097623,0.689183949,38574,220.2190296,0.713851978,0.987426764,0.891719333,0.850258656,SIRA
1689,38090,733.169,276.5891229,176.1024588,1.57061477,0.771117087,38613,220.2219205,0.730855575,0.986455339,0.890456378,0.796206005,SIRA
1690,38095,734.307,270.1436725,179.8868838,1.50174191,0.746046918,38513,220.2363741,0.789697347,0.989146522,0.887815055,0.81525646,SIRA
1691,38104,722.895,262.025258,185.8117141,1.410165442,0.705071067,38515,220.2623881,0.819141389,0.989328833,0.916283763,0.840615099,SIRA
1692,38119,730.496,272.7856865,179.3109083,1.521300009,0.753600644,38625,220.305738,0.812771855,0.986899676,0.897667865,0.807614728,SIRA
1693,38138,712.692,258.4415699,188.4162413,1.371652295,0.684462855,38490,220.3606357,0.800747459,0.990854767,0.943548027,0.852651668,SIRA
1694,38139,742.711,273.4725878,178.6357469,1.53089509,0.757174529,38706,220.3635247,0.741801844,0.985351108,0.868839293,0.805797489,SIRA
1695,38147,727.24,265.5571724,183.4325973,1.44770982,0.723097325,38558,220.3866351,0.718751178,0.989340733,0.906389231,0.829902778,SIRA
1696,38169,735.359,276.2176728,176.64753,1.563665639,0.768772039,38731,220.4501762,0.771028604,0.985489659,0.886996328,0.798103083,SIRA
1697,38180,740.017,272.9233921,178.7628229,1.526734629,0.755635226,38709,220.4819399,0.718668825,0.986333928,0.87611758,0.807852849,SIRA
1698,38216,720.979,269.4453393,181.1652866,1.487290111,0.740220878,38640,220.5858618,0.786434539,0.989026915,0.923867866,0.818666459,SIRA
1699,38223,740.064,272.0210571,180.2044774,1.50951331,0.749092712,38917,220.6060632,0.742424831,0.982167176,0.876992899,0.810988919,SIRA
