id,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,Class
1274,39709,810.463,330.6122854,153.5966997,2.152469982,0.885529814,40385,224.8534391,0.612226334,0.983261112,0.759683036,0.680112171,HOROZ
1275,39762,776.76,304.8109483,167.2656057,1.822316949,0.835985218,40364,225.0034461,0.634993133,0.98508572,0.828141176,0.738173768,HOROZ
1276,39767,799.83,334.2726536,153.2458553,2.181283487,0.888722428,40598,225.0175926,0.613101662,0.979531011,0.781155175,0.673155851,HOROZ
1277,39768,785.134,314.3808639,162.3928933,1.935927475,0.856258068,40336,225.0204218,0.797305425,0.985918286,0.810692294,0.715757375,HOROZ
1278,39788,764.43,296.2335581,174.5837852,1.696798805,0.807881424,40559,225.0769979,0.772882673,0.980990656,0.855631034,0.759795748,HOROZ
1279,39815,787.804,319.7313152,161.0789039,1.984936,0.863823489,40483,225.1533532,0.62815537,0.983499247,0.806158098,0.7041955,HOROZ
1280,39817,772.004,312.1685131,163.0038188,1.915099384,0.852843802,40310,225.1590082,0.62867293,0.987769784,0.83953595,0.721273923,HOROZ
1281,39845,839.384,316.9631893,161.958923,1.957059133,0.859598091,40836,225.2381621,0.808543019,0.975732197,0.710660737,0.710612998,HOROZ
1282,39889,774.676,318.6391545,159.8224434,1.99370719,0.865112329,40193,225.3624907,0.729926072,0.992436494,0.835262166,0.707265531,HOROZ
1283,39931,785.747,320.9856849,159.5821638,2.011413289,0.867657238,40451,225.481104,0.805255304,0.987144941,0.812745526,0.702464672,HOROZ
1284,40022,814.562,303.9554133,170.8870495,1.778691915,0.826993889,40845,225.7378857,0.669555325,0.979850655,0.757984561,0.742667759,HOROZ
1285,40074,783.028,325.4723144,157.6263883,2.064833928,0.874901751,40557,225.8844871,0.820768049,0.988090835,0.821330544,0.694020588,HOROZ
1286,40079,808.532,309.3693472,168.7779429,1.832996314,0.83807513,41384,225.8985784,0.733402869,0.968466074,0.770428456,0.730190565,HOROZ
1287,40090,774.16,310.9753867,164.7818927,1.887193925,0.8480681,40565,225.9295761,0.658292282,0.988290398,0.840590474,0.726519158,HOROZ
1288,40101,782.797,312.0999066,164.072804,1.902203772,0.850666307,40619,225.9605695,0.710632642,0.987247347,0.822369058,0.72400076,HOROZ
1289,40110,788.776,324.1950783,158.7281502,2.042454838,0.871943275,40762,225.9859246,0.624532885,0.98400471,0.810130812,0.697067722,HOROZ
1290,40307,792.925,321.5996431,161.1916111,1.995138834,0.865320902,40880,226.5402091,0.61331406,0.985983366,0.805612354,0.704416855,HOROZ
1291,40324,798.228,323.2098076,160.2451713,2.016970653,0.86844071,40810,226.5879772,0.716998578,0.988091154,0.795279073,0.701055388,HOROZ
1292,40351,798.577,323.546597,159.4025185,2.029745829,0.870214792,40826,226.6638235,0.675998057,0.988365257,0.795116142,0.70056006,HOROZ
1293,40418,780.121,316.1365416,163.8126042,1.929867016,0.855277392,40814,226.8519251,0.651398917,0.990297447,0.834566112,0.717575779,HOROZ
1294,40485,803.073,334.3901428,156.0020136,2.143498888,0.884506984,41117,227.0398709,0.598447894,0.984629229,0.788849143,0.678966996,HOROZ
1295,40487,793.494,320.5711183,162.2852597,1.975355734,0.862393853,41041,227.0454788,0.630461864,0.986501304,0.808049875,0.70825307,HOROZ
1296,40555,794.798,332.4682609,156.3096685,2.12698462,0.882586983,40985,227.2360661,0.692182966,0.989508357,0.806753278,0.683481983,HOROZ
1297,40587,799.002,325.5266303,160.211505,2.031855517,0.870504205,41240,227.3256989,0.623916252,0.984165858,0.798915933,0.698332111,HOROZ
1298,40669,796.464,321.7839798,162.7094508,1.977660045,0.862739834,41539,227.555222,0.625436371,0.979055827,0.805640067,0.707167654,HOROZ
1299,40669,803.675,324.5929153,160.2976462,2.02493875,0.869551599,41155,227.555222,0.619123736,0.988190985,0.791247662,0.701048024,HOROZ
1300,40704,788.385,318.9302769,163.6593084,1.948745109,0.8582985,41333,227.6531186,0.63606957,0.984782135,0.822943934,0.713802154,HOROZ
1301,40711,781.572,318.9250429,163.1323745,1.955007667,0.859279143,41251,227.6726929,0.803089184,0.986909408,0.837497751,0.713875244,HOROZ
1302,40769,812.578,329.6831125,158.2840497,2.082857452,0.877208474,41473,227.8348152,0.704419794,0.983025101,0.775907238,0.691072143,HOROZ
1303,40804,790.802,323.4756481,163.2877166,1.981016422,0.863241374,41636,227.9325918,0.787569967,0.980017293,0.819930582,0.704636015,HOROZ
1304,40804,790.802,323.4756481,163.2877166,1.981016422,0.863241374,41636,227.9325918,0.787569967,0.980017293,0.819930582,0.704636015,HOROZ
1305,41043,797.806,331.2374602,158.5452197,2.089230195,0.878008414,41600,228.5991484,0.619610507,0.986610577,0.810315909,0.690136762,HOROZ
1306,41086,807.202,333.0298565,158.2765383,2.104101215,0.879844156,41693,228.7188666,0.612931137,0.985441201,0.792390513,0.686781867,HOROZ
1307,41102,792.163,326.2319591,161.0403661,2.025777555,0.869667698,41550,228.7633969,0.667131959,0.98921781,0.823083151,0.701229265,HOROZ
1308,41114,803.231,339.5572132,154.6684699,2.19538742,0.890235543,41547,228.796789,0.791445291,0.989578068,0.800790058,0.673809244,HOROZ
1309,41122,780.307,308.8866826,170.7887857,1.808588787,0.833236147,41692,228.8190476,0.729656837,0.986328312,0.848697821,0.740786381,HOROZ
1310,41127,783.797,310.5081523,169.2769629,1.8343202,0.83833131,41668,228.8329582,0.810096911,0.987016415,0.841258957,0.736962803,HOROZ
1311,41155,781.342,311.2890886,169.2032082,1.839735144,0.83937258,41661,228.9108417,0.752899638,0.987854348,0.847130133,0.735364168,HOROZ
1312,41210,802.191,303.233757,178.9334443,1.694673448,0.807341721,42802,229.0637502,0.783073006,0.962805476,0.804742445,0.755403199,HOROZ
1313,41237,799.829,325.4126485,162.9457238,1.997061604,0.865600242,41914,229.138777,0.637554113,0.983847879,0.810032854,0.704148342,HOROZ
1314,41239,815.069,336.2166192,157.1966026,2.138828788,0.883968951,41825,229.1443335,0.619874339,0.985989241,0.780062209,0.681537796,HOROZ
1315,41240,798.716,315.6898102,167.5037386,1.884673219,0.847624873,41796,229.1471118,0.614815809,0.986697292,0.812351061,0.725861603,HOROZ
1316,41244,790.991,328.298616,160.4802028,2.045726577,0.872382494,41710,229.1582243,0.813154315,0.988827619,0.828376096,0.698017637,HOROZ
1317,41246,818.326,315.1393044,167.6372112,1.879888731,0.846778042,42065,229.1637804,0.699084746,0.980530132,0.773996509,0.727182479,HOROZ
1318,41360,797.728,318.6575509,165.8801125,1.921011181,0.853825593,41858,229.4802553,0.664770079,0.988102633,0.816734164,0.720146925,HOROZ
1319,41384,812.201,316.0621667,167.5939913,1.885880062,0.847837328,42028,229.546826,0.633965501,0.984676882,0.788343134,0.726271127,HOROZ
1320,41469,792.831,316.8884731,167.5176274,1.891672405,0.848850639,41936,229.7824421,0.664141576,0.988863983,0.829033693,0.72512086,HOROZ
1321,41486,753.173,278.3072461,190.3581347,1.462019191,0.729495557,41862,229.8295363,0.80536574,0.991018107,0.919013606,0.825812262,HOROZ
1322,41548,813.415,321.6418575,165.8641251,1.939188823,0.856781543,42304,230.00121,0.658561714,0.982129349,0.789106523,0.715084821,HOROZ
1323,41774,797.024,308.9484571,172.9136732,1.786720803,0.828705751,42522,230.6259065,0.65271875,0.982409106,0.826367309,0.746486675,HOROZ
1324,41856,821.132,324.393372,164.8871647,1.96736582,0.861183682,42439,230.8521483,0.631788679,0.986262636,0.78008447,0.711642617,HOROZ
1325,41857,799.297,317.5037187,169.3315803,1.875041372,0.845912589,42538,230.854906,0.7046633,0.983990785,0.823306599,0.72709355,HOROZ
1326,41898,797.562,315.9442125,169.8922335,1.859674254,0.843118006,42521,230.9679425,0.668624228,0.985348416,0.827702466,0.73104027,HOROZ
1327,41978,821.864,337.1714639,160.0360674,2.106846721,0.880178416,42593,231.1883423,0.684885466,0.985561008,0.780965218,0.685669954,HOROZ
1328,41978,821.864,337.1714639,160.0360674,2.106846721,0.880178416,42593,231.1883423,0.684885466,0.985561008,0.780965218,0.685669954,HOROZ
1329,41981,811.437,327.0912997,165.0329489,1.981975732,0.863384201,42648,231.1966032,0.601955808,0.984360345,0.801222303,0.706825903,HOROZ
1330,41981,844.489,334.4773407,161.0888914,2.076352614,0.876383581,42857,231.1966032,0.609197237,0.979559932,0.739732414,0.691217536,HOROZ
1331,41994,775.151,298.280475,179.8725301,1.658288094,0.797717355,42467,231.232397,0.691783079,0.98886194,0.878262793,0.775218013,HOROZ
1332,42002,785.556,303.6558341,177.2014376,1.713619473,0.812069933,42673,231.2544213,0.664042244,0.984275772,0.855313909,0.761567522,HOROZ
1333,42045,842.549,347.5452863,156.8901861,2.215213679,0.892309714,42836,231.3727656,0.668250739,0.981534224,0.744275779,0.665734149,HOROZ
1334,42072,806.716,328.7112066,165.7553597,1.983110575,0.863552865,42898,231.4470439,0.677782611,0.980745023,0.812384597,0.704104513,HOROZ
1335,42156,815.245,335.1982429,160.9369384,2.082792467,0.877200275,42586,231.6779796,0.834045584,0.989902785,0.797063592,0.691167047,HOROZ
1336,42156,815.245,335.1982429,160.9369384,2.082792467,0.877200275,42586,231.6779796,0.834045584,0.989902785,0.797063592,0.691167047,HOROZ
1337,42186,821.018,317.6874819,170.1770034,1.866806182,0.844424715,42921,231.7604009,0.81751061,0.982875515,0.786453148,0.729523239,HOROZ
1338,42193,811.097,318.9430398,169.096703,1.886157649,0.84788613,42842,231.7796283,0.746514508,0.984851314,0.805943653,0.726711668,HOROZ
1339,42260,823.147,333.4548277,162.2438361,2.055269622,0.873650412,42828,231.9635815,0.710658191,0.986737648,0.783762639,0.695637197,HOROZ
1340,42373,836.822,333.0176345,162.7437993,2.046269265,0.872455123,43049,232.2735009,0.807412348,0.984296964,0.760383875,0.697481085,HOROZ
1341,42389,805.943,327.9802769,167.2015406,1.961586453,0.860298017,43060,232.3173499,0.781364055,0.984417092,0.820076525,0.708327196,HOROZ
1342,42402,800.745,318.293212,171.8010823,1.852684557,0.841820685,43064,232.3529711,0.703219066,0.984627531,0.831012841,0.729996627,HOROZ
1343,42450,828.116,347.9515245,156.4693657,2.22376772,0.89318608,42820,232.4844482,0.609388458,0.991359178,0.777866749,0.668151831,HOROZ
1344,42450,828.116,347.9515245,156.4693657,2.22376772,0.89318608,42820,232.4844482,0.609388458,0.991359178,0.777866749,0.668151831,HOROZ
1345,42505,805.21,323.5070543,167.7971292,1.92796537,0.854967535,43079,232.6350078,0.681737987,0.986675642,0.823818546,0.719103354,HOROZ
1346,42552,793.738,313.3112889,174.1892839,1.798682915,0.831207467,43067,232.7635906,0.645323708,0.988041888,0.848741614,0.742914791,HOROZ
1347,42614,804.837,327.2921792,166.7857622,1.962350832,0.860415657,43188,232.9331019,0.726308972,0.986709271,0.82669688,0.711697733,HOROZ
1348,42642,806.488,324.3603411,168.6206712,1.923609595,0.854253905,43163,233.009615,0.806132673,0.987929477,0.823856572,0.718366537,HOROZ
1349,42670,791.457,293.8811775,185.5367529,1.583951281,0.775512226,43350,233.0861029,0.707135992,0.984313725,0.856008068,0.793130424,HOROZ
1350,42678,822.714,340.9463387,160.8639615,2.119469989,0.881696998,43227,233.107952,0.836413523,0.987299604,0.792348331,0.683708624,HOROZ
1351,42693,787.181,309.5752471,177.2852422,1.74619863,0.819784219,43246,233.1489135,0.810498339,0.98721269,0.865799501,0.753125179,HOROZ
1352,42708,834.59,350.3686076,155.8022835,2.248802775,0.895688984,43198,233.1898679,0.809599636,0.988656882,0.77050018,0.665555826,HOROZ
1353,42710,816.687,335.8384996,163.6708304,2.051914191,0.873206825,43315,233.1953279,0.806229353,0.986032552,0.804689159,0.694367466,HOROZ
1354,42757,832.736,339.13826,162.045978,2.092852067,0.878459475,43391,233.3236019,0.599845679,0.985388675,0.774822832,0.687989618,HOROZ
1355,42774,780.822,292.5546328,187.0444543,1.564091456,0.768916841,43284,233.3699815,0.717107028,0.988217355,0.881628552,0.797697098,HOROZ
1356,42780,801.214,322.594105,169.394536,1.904394986,0.851039823,43293,233.3863486,0.800763702,0.988150509,0.837439778,0.723467494,HOROZ
1357,42818,828.988,334.9761247,163.372447,2.050383225,0.873003632,43434,233.4899801,0.620442822,0.985817562,0.782960322,0.697034693,HOROZ
1358,42857,816.249,338.9989047,161.4174777,2.100137541,0.879359045,43328,233.596291,0.727561328,0.989129431,0.80832555,0.689076831,HOROZ
1359,43000,968.539,348.5200766,158.3193142,2.201374345,0.890868301,44715,233.9856842,0.668210284,0.96164598,0.576028662,0.671369312,HOROZ
1360,43015,825.521,341.4399168,161.4296819,2.115099979,0.881174656,43627,234.0264921,0.709959068,0.98597199,0.793183261,0.685410465,HOROZ
1361,43029,812.609,323.9667455,170.3234323,1.902067972,0.850643111,43500,234.0645731,0.740500447,0.989172414,0.818856614,0.722495677,HOROZ
1362,43077,830.696,349.041044,158.7692156,2.198417639,0.890556509,43755,234.1950893,0.772404519,0.984504628,0.784460492,0.670967192,HOROZ
1363,43099,815.39,328.2340777,168.6101161,1.946704535,0.85797668,43710,234.254885,0.69766576,0.986021505,0.814603545,0.713682402,HOROZ
1364,43099,815.39,328.2340777,168.6101161,1.946704535,0.85797668,43710,234.254885,0.69766576,0.986021505,0.814603545,0.713682402,HOROZ
1365,43114,823.478,336.2022065,165.314818,2.033708839,0.870757627,43778,234.295646,0.600481901,0.984832564,0.798958422,0.696889079,HOROZ
1366,43126,816.933,337.6078693,163.3881396,2.066293613,0.875091045,43547,234.3282497,0.816656567,0.990332285,0.812037645,0.694084087,HOROZ
1367,43136,819.644,324.5970055,172.2521816,1.884428995,0.847581823,44239,234.355416,0.653496546,0.975067248,0.806861896,0.721988842,HOROZ
1368,43185,810.945,325.5185251,170.7169846,1.906772931,0.851443529,43737,234.4884853,0.866194641,0.987379107,0.825201459,0.720353735,HOROZ
1369,43192,800.212,314.0549537,176.5426955,1.778917858,0.827042429,43717,234.507489,0.802705917,0.987990942,0.847623637,0.746708454,HOROZ
1370,43204,839.531,346.3371445,159.8134744,2.167133565,0.887171926,43959,234.5400633,0.647076444,0.982824905,0.770300796,0.677201585,HOROZ
1371,43279,843.066,336.2804457,164.6671347,2.042183137,0.871906695,43813,234.74355,0.614566471,0.987811837,0.765180566,0.698058876,HOROZ
1372,43409,831.016,338.534528,163.7287718,2.067654477,0.875267126,44050,235.095843,0.613511413,0.985448354,0.789897745,0.694451595,HOROZ
1373,43418,814.87,322.252307,172.5032249,1.868094392,0.844658932,44045,235.120213,0.701331007,0.985764559,0.821680574,0.729615298,HOROZ
1374,43493,834.832,335.062512,166.839015,2.008298311,0.867214931,44332,235.323198,0.59932479,0.981074619,0.784207612,0.702326251,HOROZ
1375,43518,905.774,348.7185105,159.6008471,2.184941477,0.889117933,44595,235.3908208,0.574040364,0.97584931,0.666559759,0.675016707,HOROZ
1376,43533,820.623,333.7998456,167.4809878,1.993061123,0.865018041,44179,235.4313851,0.81696881,0.985377668,0.812346083,0.705307052,HOROZ
1377,43548,846.546,347.4447577,163.9564003,2.11912897,0.881656364,45022,235.4719425,0.656031093,0.96726045,0.763619402,0.677724839,HOROZ
1378,43554,828.293,339.2236127,164.7713619,2.058753468,0.874108446,44186,235.4881635,0.651791326,0.985696827,0.797755723,0.69419744,HOROZ
1379,43693,817.646,328.2848725,170.7242787,1.922895062,0.854136318,44262,235.8636374,0.802914477,0.987144729,0.821279714,0.718472452,HOROZ
1380,43717,819.231,330.9603984,169.3107746,1.954750955,0.859239152,44186,235.9284069,0.830569013,0.989385778,0.818554235,0.712859931,HOROZ
1381,43743,829.88,345.6438071,162.240382,2.130442513,0.882993055,44261,235.9985538,0.6969219,0.988296695,0.798156091,0.682779639,HOROZ
1382,43743,830.354,338.5687659,165.8895802,2.040928463,0.871737566,44514,235.9985538,0.662331173,0.982679606,0.797245111,0.697047624,HOROZ
1383,43746,836.693,339.3525674,165.4114419,2.051566467,0.873160718,44442,236.0066464,0.713777575,0.984339139,0.785264458,0.695461502,HOROZ
1384,43746,836.693,339.3525674,165.4114419,2.051566467,0.873160718,44442,236.0066464,0.713777575,0.984339139,0.785264458,0.695461502,HOROZ
1385,43779,837.559,349.4661301,159.9980202,2.18419034,0.889036896,44241,236.0956459,0.802401026,0.989557198,0.784232582,0.675589494,HOROZ
1386,43832,836.567,340.0483182,165.0289944,2.060536813,0.874341918,44421,236.2385145,0.822502862,0.986740506,0.787045234,0.694720432,HOROZ
1387,43844,826.338,338.9045386,165.7581755,2.044572086,0.872227774,44434,236.2708501,0.822619986,0.98672188,0.806871886,0.697160478,HOROZ
1388,43844,826.338,338.9045386,165.7581755,2.044572086,0.872227774,44434,236.2708501,0.822619986,0.98672188,0.806871886,0.697160478,HOROZ
1389,43848,845.054,343.3073032,164.0269663,2.092993066,0.878476983,44478,236.2816276,0.671382637,0.985835694,0.771597354,0.688251096,HOROZ
1390,43871,814.595,328.4832516,170.8977177,1.922104379,0.854006029,44373,236.343589,0.643505684,0.988686814,0.830814213,0.719499664,HOROZ
1391,43886,773.792,289.8960571,193.321899,1.499551052,0.745177424,44317,236.3839899,0.761870041,0.990274612,0.921058876,0.815409469,HOROZ
1392,43900,839.181,347.1792098,162.2413926,2.139892934,0.884091888,44449,236.4216911,0.745103364,0.987648766,0.78336308,0.680978827,HOROZ
1393,43912,844.203,354.3024896,159.6834077,2.218780866,0.892676511,44602,236.4540016,0.704056437,0.984529842,0.774282243,0.667378888,HOROZ
1394,43914,833.354,341.7289773,164.6392878,2.075622301,0.876290435,44402,236.4593863,0.591960531,0.989009504,0.79460961,0.69195006,HOROZ
1395,43918,824.223,340.089725,164.974604,2.06146714,0.87446345,44470,236.4701553,0.693412909,0.987587137,0.81238699,0.695316965,HOROZ
