Dimension,Power,Time (Seconds)
100,1000,3.300285
100,1000,3.300805
100,1000,3.306183
100,1000,3.314605
100,1000,3.299195
100,1000,3.302097
100,1000,3.298204
100,1000,3.300010
100,1000,3.296342
100,1000,3.310105
100,1000,3.293727
100,1000,3.303927
100,1000,3.308513
100,1000,3.304112
100,1000,3.298531
200,1000,26.233809
200,1000,26.222542
200,1000,26.227559
200,1000,26.213320
200,1000,26.198471
200,1000,26.182565
200,1000,26.182686
200,1000,26.191017
200,1000,26.425333
200,1000,26.192656
200,1000,26.268375
200,1000,26.141227
200,1000,26.230862
200,1000,26.169895
200,1000,26.141671
200,1000,26.188998
200,1000,26.218098
200,1000,26.262528
200,1000,26.163461
200,1000,26.164165
200,1000,26.148968
200,1000,26.217117
200,1000,26.256918
200,1000,26.242298
200,1000,26.202417
200,1000,26.118716
200,1000,26.241530
200,1000,26.123597
200,1000,26.117602
200,1000,26.189849
300,1000,94.469313
300,1000,93.511852
300,1000,93.542799
300,1000,93.560871
300,1000,93.534704
300,1000,93.555961
300,1000,93.548552
300,1000,93.548983
300,1000,93.539539
300,1000,93.556781
300,1000,93.561348
300,1000,93.522679
300,1000,93.516895
300,1000,93.542774
300,1000,93.553916
300,1000,93.510921
300,1000,93.543984
300,1000,93.558681
300,1000,93.545307
300,1000,93.535228
300,1000,93.447134
300,1000,93.571718
300,1000,93.546265
300,1000,93.553834
300,1000,93.537892
300,1000,93.496311
300,1000,93.551518
300,1000,93.533763
300,1000,93.535563
300,1000,93.547277
400,1000,235.068315
400,1000,234.795551
400,1000,237.916646
400,1000,235.424806
400,1000,236.042689
400,1000,236.730159
400,1000,235.986600
400,1000,235.271695
400,1000,235.264820
400,1000,235.334829
400,1000,235.190165
400,1000,235.459422
400,1000,235.588411
400,1000,235.660163
400,1000,235.290275
400,1000,235.343444
400,1000,235.428317
400,1000,235.475687
400,1000,235.433959
400,1000,235.041604
400,1000,235.327389
400,1000,235.362094
400,1000,235.333532
400,1000,235.448614
400,1000,235.239371
400,1000,235.462877
400,1000,235.269946
400,1000,235.295970
400,1000,235.335842
400,1000,235.483620
500,1000,461.804807
500,1000,461.682305
500,1000,461.629834
500,1000,461.851897
500,1000,462.493609
500,1000,461.830167
500,1000,461.650408
500,1000,461.657662
500,1000,461.709764
500,1000,461.818731
500,1000,463.799486
500,1000,466.366417
500,1000,465.554008
500,1000,465.756426
500,1000,465.713914
500,1000,465.919359
500,1000,466.165528
500,1000,465.226225
500,1000,463.559040
500,1000,465.210052
500,1000,465.827555
500,1000,465.602333
500,1000,465.744223
500,1000,465.356373
500,1000,465.639437
500,1000,465.861031
500,1000,465.662899
500,1000,465.805954
500,1000,465.080148
500,1000,464.107510
